    -1   -0.451    0.073      3.816  0.010    -3.88    -2.07     0.91     0.97
     2   -0.412   -0.476     -0.531  0.006    -2.74    -4.14    -0.15     3.15
    -2    0.099   -0.706     -0.642  0.006    -0.42    -4.00    -0.66     2.77
    -2    0.171    0.021     -0.070  0.006     4.59    -0.38    -0.94     3.21
     2   -0.057    1.252     -0.756  0.006     3.03     0.87    -1.71     3.60
     2    0.038   -0.073      0.090  0.006    -2.23    -2.98     5.36     7.05
     2   -0.827    0.425      0.674  0.006    -1.25     1.87     0.81     4.72
     3    0.253    0.055     -0.605  0.199     1.32    -2.56    -5.64     6.65
     1   -0.069   -1.091     -0.254  0.010     0.07    -4.95    -0.93     2.38
    -2   -0.106   -0.306     -0.820  0.006    -0.17    -6.12    -3.81     5.58
     1    1.235    0.819     -0.195  0.010     2.22     1.90    -1.63     5.53
     2   -0.338    0.333     -0.311  0.006    -1.64     2.95    -1.38     3.31
     2    0.087    0.027      0.055  0.006     3.04     4.12    -8.33    14.21
    -3    0.356    0.213      0.441  0.199     2.26     4.70     0.05     2.72
     2    0.121    0.262      0.066  0.006     1.86     3.96    -0.36     1.49
     2   -0.881   -0.806      0.794  0.006    -6.47     3.09     2.58     3.96
    -1   -0.565   -0.995      0.688  0.010    -6.56    -0.12     3.46     6.62
     2   -0.222   -0.220     -0.324  0.006     0.21    -2.88    -2.53     4.25
    -3   -0.005   -0.252     -0.129  0.199    -0.39    -7.58    -2.58     8.05
     1   -0.159    0.069     -0.023  0.010   -11.14     0.77    -2.25     8.38
    -3   -1.200    0.252      0.568  0.199    -4.66    -1.62     0.37     0.99
     1    0.422    0.174     -0.906  0.010     1.32     1.44    -5.71     7.19
    -1    0.121   -0.021     -0.176  0.010     1.75    -1.00    -3.28     4.33
     2   -0.333    0.154     -0.465  0.006    -6.26     2.05    -1.96     2.92
    -2   -0.059   -0.028      0.093  0.006    -5.05     0.13     2.24     2.78
    -1   -0.012    0.215     -0.171  0.010     1.86     5.75     0.73     5.67
    -2   -0.206    0.077     -0.082  0.006    -0.55     1.13    -1.73     7.60
    -2   -0.004   -0.026      0.020  0.006     7.55     8.60     8.41    18.72
     2    0.018    0.066      0.203  0.006     0.85     1.56     1.82     5.31
    -2   -0.295    0.236      0.115  0.006    -2.79     1.73    -3.68     5.63
     3    0.952   -0.239      1.225  0.199     3.23    -0.10     1.89     2.51
    -1    0.505   -0.161     -0.527  0.010     5.07    -2.00    -0.58     4.87
    -3   -0.045    0.365     -0.639  0.199    -5.72    -0.43    -3.77     4.81
     2   -0.022   -0.021     -0.018  0.006     3.37    -4.38    -6.36    13.72
    -2   -0.717    0.047     -0.182  0.006    -5.92     0.51    -0.04     0.47
    -2   -0.368   -0.614      0.510  0.006    -5.75     0.38     0.16     0.47
    -2   -0.022    0.071     -0.024  0.006    -5.96     0.65    -0.53     0.90
    -3   -0.257   -0.105      0.410  0.199    -2.74    -3.42    11.60    13.29
     1   -0.349    0.455     -0.026  0.010    -2.61    -0.07     1.28     4.21
     1    0.102    0.057      1.420  0.010    -1.17    -0.91    13.35    13.83
    -3    0.258    0.219      0.573  0.199    -2.83     2.44     6.26     8.40
     2    0.027    0.022     -0.060  0.006     5.10    -0.73    -7.73    10.19
    -2    0.240   -0.052      0.168  0.006     1.61    -3.46    -1.23     2.68
    -1    0.102    0.045      0.067  0.010     4.52    -3.24     4.09     5.72
     1    0.028    0.090     -0.181  0.010    -1.37    -1.84    -1.17     6.47
     1    0.252   -0.366      0.378  0.010     2.37     2.31     3.19     5.52
    -1    0.409    0.138      1.220  0.010     0.24     3.73     1.47     2.41
     1   -0.764   -1.327      0.121  0.010     1.18    -4.79    -0.04     0.26
    -2   -0.261   -0.667     -0.202  0.006     1.25    -4.63    -0.02     0.09
    -2    0.031    0.084     -0.410  0.006    -6.02     2.59    -7.03     8.93
     1    1.506    0.224     -0.258  0.010    -0.46     4.12    -1.10     5.04
     1    0.248   -0.091     -0.508  0.010     2.11    -2.63    -1.66     4.76
    -2   -0.083   -0.013     -0.228  0.006    -0.49    -3.63    -8.43     9.19
    -2   -0.090   -0.033     -0.030  0.006    -3.85    -1.67    -2.17     3.04
    -2    0.149   -0.418     -1.080  0.006    -2.19    -3.06    -7.17     7.80
    -2   -0.177   -0.088     -0.160  0.006    -3.18    -3.13    -0.31     3.26
     1   -0.266    0.102     -0.163  0.010    -5.55     0.85     0.27     2.64
     2   -0.276    0.120     -0.165  0.006    -5.79     0.25     0.13     0.98
     2   -0.037   -0.034      0.049  0.006    -3.80    -3.53    -2.59     6.33
     1    0.223   -1.488     -1.496  0.010    -3.69    -4.72    -0.29     0.63
    -2    0.215   -0.765      0.030  0.006    -3.65    -4.53    -0.21     0.53
    -2    0.095    0.026     -0.086  0.006     0.36    -0.28    -2.81     6.35
     1    0.001    0.356     -2.005  0.010    -2.95     1.74   -21.18    21.73
    -2   -0.099    0.374     -0.186  0.006     0.24     2.21    -3.12     6.30
     2    1.511   -0.424     -0.958  0.006     5.22    -1.99    -0.36     2.52
     1    0.175   -0.180      0.329  0.010     2.62    -3.07     0.31     0.61
    -2    0.120    0.053      0.485  0.006     3.27    -1.70     4.14     5.35
     2    0.408    0.390      0.504  0.006     4.66     1.29     0.50     0.69
    -2    0.099   -0.062      0.163  0.006     3.57    -1.68     3.66     5.07
     1    0.134   -0.069     -0.215  0.010     1.92     0.14    -0.12     4.91
     2    0.053    0.075      0.095  0.006     0.59     4.03     0.98     4.41
     1   -0.028    0.536      1.170  0.010     0.02     3.64     4.80     5.72
     3    0.705   -0.586     -1.347  0.199     4.52     3.01    -0.73     1.90
    -2    0.169    0.072     -0.034  0.006     9.19     5.23     0.21     7.08
    -3    1.043   -0.990     -0.048  0.199     5.80     2.09    -0.00     0.09
     1    0.289   -0.695     -0.001  0.010     5.80     2.09    -0.00     0.09
    -2   -0.444    0.125     -0.082  0.006    -4.62     1.25     0.21     1.27
     1   -0.120    1.589     -0.472  0.010    -4.40     2.98    -0.53     1.47
     3   -0.916    0.273     -0.078  0.199    -4.06     0.59     0.22     1.64
    -1   -0.029    0.248     -0.462  0.010    -2.46     1.85    -2.27     4.06
    -1   -0.002   -0.184      0.102  0.010     1.51    -0.04     3.36     5.44
     3   -0.131   -0.885      1.154  0.199     2.97     1.06     1.17     2.91
     1   -0.435    0.025     -0.429  0.010    -3.68    -1.89    -0.78     2.78
    -2    0.050    0.560     -0.273  0.006    -3.85     0.59    -1.81     5.51
    -1   -0.039   -0.025      0.112  0.010    -0.21     2.69     1.62     4.44
     1   -0.215   -0.018      0.326  0.010    -0.95    -1.57     1.97     4.91
    -1   -0.931   -1.114      0.206  0.010     0.83    -9.58    -0.52     7.13
     2    0.000   -0.138      0.219  0.006     5.18    -4.10    -0.01     0.09
     2   -0.699   -0.929     -0.310  0.006    -4.52    -3.69    -0.35     1.12
     1   -1.252    0.571     -0.834  0.010    -6.47    -1.17    -2.74     3.91
     1   -0.095    0.408     -1.273  0.010    -5.16    -2.24    -3.72     3.92
    -2   -0.019    0.062      0.406  0.006    -2.29     3.29     8.68    11.05
     2   -0.009    0.000     -0.044  0.006    -2.04     4.72    -3.37     5.47
     1   -0.200   -0.073      0.088  0.010    -5.27     0.04    -1.56     2.55
    -2   -1.024   -1.014     -1.237  0.006    -5.48     0.05    -1.36     2.39
     4   -0.010   -0.058      0.363  1.350    -2.59     3.44     0.47     6.96
    -2   -0.036    0.288     -0.783  0.006    -1.53     4.32    -3.24     3.59
     1    0.654    0.602      1.907  0.010     1.33     0.65     3.67     4.59
    -3   -0.132   -0.232      0.055  0.199    -0.76    -2.28     3.43    10.52
    -2   -0.068   -0.150     -0.069  0.006    -1.59    -4.03    -0.58     3.50
    -2   -0.036   -1.071     -0.023  0.006     0.41    -3.44     0.07     1.53
    -1   -0.008   -0.180     -0.683  0.010    -0.67    -4.42    -4.08     4.94
    -2   -0.240    0.377     -0.448  0.006    -3.13    -1.29    -4.12     5.43
     3   -0.074    0.149      0.036  0.199    -4.76     0.02     1.55     7.22
     1   -0.040   -0.377      1.656  0.010    -0.77    -0.83     8.49     9.31
    -2   -0.148   -0.154      0.357  0.006    -3.71    -0.84     6.87     8.63
     2   -0.696    0.520      0.145  0.006    -3.87    -2.70     0.26     1.06
    -1   -0.132    0.078      0.084  0.010    -3.46    -2.81     0.83     2.63
    -2    0.055   -0.141     -0.068  0.006    -5.22     0.75     4.51     7.77
     3    0.102    0.409      0.673  0.199    -1.11     6.53     3.38     5.83
    -1   -1.456    1.028     -0.794  0.010    -0.55     2.45    -0.48     1.52
     3    0.076    0.061      0.155  0.199     0.02     3.49     2.68     7.45
    -2   -0.359   -0.322     -0.126  0.006    -5.26    -3.19     0.28     1.23
    -2   -0.250    0.272      0.630  0.006    -5.41    -0.87     3.61     5.26
    -3    0.115   -1.069      0.206  0.199    -4.19   -11.78     2.21    10.12
    -1    0.032    0.030     -0.007  0.010     2.34     1.81    -2.19    13.51
     1   -0.268    0.418      0.104  0.010    -1.87     3.65    -1.62     8.32
     1    1.776    0.852     -1.287  0.010     2.22     5.68    -0.05     0.09
    -1    0.458    0.020      0.060  0.010     9.19     5.23     0.19     7.08
     1   -0.058    0.099      0.054  0.010    -1.31     4.81    -0.33     1.15
    -2   -0.114    0.460     -0.710  0.006    -1.49     5.24    -0.74     1.46
    -1   -0.144    0.372      0.275  0.010    -1.41     2.13     1.35     3.20
     1   -0.121    0.070      0.161  0.010    -0.62     1.70     0.04     4.63
    -2   -0.072   -0.069      0.074  0.006     2.95    -6.88     6.70     8.14
     1    1.515   -0.228      1.381  0.010     3.18    -3.20     1.26     2.02
    -2   -0.266    0.042      0.462  0.006    -3.87     2.35     1.85     3.32
    -2   -0.529    0.744     -1.117  0.006    -4.74     1.73    -0.39     0.50
    -2   -0.241   -0.118      0.681  0.006    -9.10     2.96     6.23     8.36
    -1    0.023   -0.168      0.000  0.010     1.35    -2.36    -4.45     6.03
     1    0.173    0.007     -0.106  0.010     2.10    -0.28    -1.72     4.32
    -3   -1.100   -1.043      0.793  0.199    -8.25    -6.53     2.67     6.74
     2   -0.548    0.374      0.473  0.006    -3.58    -0.22     2.25     5.22
     2    0.084   -0.228      0.055  0.006     1.36    -4.37     0.08     1.33
     2   -0.327   -0.678     -1.288  0.006    -0.76    -4.65    -3.99     4.94
     2   -0.444   -0.183     -1.101  0.006     0.12    -3.92    -3.67     4.14
     2   -0.555    0.920     -0.086  0.006    -1.33     6.18    -0.03     0.87
    -1   -0.230    0.050      0.463  0.010    -1.42     5.93    -0.00     1.17
     1    0.378    0.687     -0.088  0.010     1.28     6.43    -0.43     3.11
    -2    0.031    0.132     -0.149  0.006    -0.94     5.65     0.35     1.71
    -2   -0.036    0.244      2.905  0.006     1.85     3.78    19.06    19.53
     3    0.009    1.017      0.617  0.199     2.33     3.88     2.13     3.88
    -1    0.103   -0.418      2.511  0.010    -3.57    -4.11    14.68    14.89
     2   -0.921   -0.892      1.022  0.006    -3.99    -4.04     0.70     1.37
    -3   -0.160    0.005     -0.425  0.199    -1.40     4.91    -2.20     3.30
     2   -0.176    0.068      0.561  0.006     0.25     3.26     9.54    10.74
     1   -0.187   -0.171      0.064  0.010    -0.86     0.61    -1.79     6.99
    -1   -0.008   -0.200     -0.373  0.010     1.44    -1.01    -3.71     5.52
    -1   -0.053   -0.033     -0.151  0.010     4.65    -6.09     2.06     3.65
     3   -0.832   -0.925      1.022  0.199     4.12    -4.68     0.83     1.62
     2   -0.074    0.138      0.062  0.006    -0.38     8.57     2.45     6.74
    -2   -0.038    0.245     -0.156  0.006     1.70     3.47    -3.21     5.61
     1    1.051   -0.370      0.679  0.010     0.61     3.50     1.40     2.93
     1    0.341   -0.041      0.209  0.010     2.11     3.79     1.76     4.63
     2    0.105    0.123      1.000  0.006     2.54     5.43    24.36    25.12
    -1   -0.173    0.623     -0.927  0.010    -3.16    -1.05    -5.08     6.47
     2    0.236    0.069     -0.119  0.006    -0.72    -2.06    -0.93     3.60
     2    0.193   -0.216     -0.428  0.006     0.66     0.87   -13.91    14.93
    -1   -0.356   -0.265      0.760  0.010    -2.12     0.92     6.76     8.62
     2   -0.410   -0.507     -1.116  0.006    -1.16    -4.90    -2.84     3.71
    -2   -0.042   -0.404     -0.382  0.006    -2.64    -4.24    -4.40     4.71
     2    0.398   -0.863      1.044  0.006    -1.44    -1.66     1.14     2.86
    -1   -0.112    0.679      0.148  0.010    -3.64     3.43     1.89     4.63
     1    0.277   -0.084     -0.367  0.010     1.52     0.91    -3.43     7.20
     2   -0.401   -0.236      0.556  0.006    -3.29    -4.11     2.13     4.15
     3    0.700    0.441     -0.551  0.199     4.57     0.62    -5.72    10.20
    -3   -1.445    1.160     -0.712  0.199    -4.29     1.72    -0.89     2.32
     1   -0.303    0.066     -0.441  0.010    -3.47     0.92    -3.39     4.60
     3    0.250   -0.520     -2.390  0.199     2.20    -2.53   -10.06    11.17
    -2    0.157   -0.076      0.583  0.006    -0.18    -1.39     2.40     4.88
    -2    0.794   -1.219      0.073  0.006     0.12    -5.27     0.09     1.93
    -2   -0.692   -0.568     -0.315  0.006    -2.42    -6.69    -0.53     4.39
    -1    0.008   -0.220      0.748  0.010     0.01    -4.06     1.31     2.52
     2   -0.084    0.132      0.079  0.006     0.30     1.59     1.00     4.56
    -2   -0.978   -0.141     -0.788  0.006    -0.21     2.01    -1.50     2.76
     3    0.440    0.379     -0.757  0.199     1.46     2.91    -2.32     3.45
    -1   -0.629   -0.040     -0.620  0.010    -2.96     0.61    -6.58     7.90
    -1    0.478    0.628      0.493  0.010     0.10     5.60     0.04     0.10
     1   -0.108    0.371     -0.068  0.010    -0.14     6.96     0.17     1.51
    -1    0.129   -0.131     -0.477  0.010     1.40    -0.93   -13.18    14.61
     2    0.098    0.080     -0.022  0.006     6.55     3.07    -3.16     7.45
    -1    0.198    0.087      0.146  0.010     1.56     2.21    -2.06     5.07
    -3    0.888    0.207      0.260  0.199     1.16     0.25     0.36     0.56
    -1    0.108   -0.477      0.537  0.010     3.21    -2.98     5.69     7.08
     2    0.226    0.365     -1.646  0.006     0.85     0.84   -20.13    21.30
     2   -0.247   -0.091      0.282  0.006    -4.35     0.02     0.17     1.95
     1   -0.393    0.222      0.175  0.010    -4.96     2.41     0.84     1.81
     1    0.099   -0.954      0.293  0.010    -0.67    -3.08     0.55     2.03
    -1    0.288   -0.046     -0.005  0.010     0.51    -2.34     2.01     2.51
    -1   -0.265    0.129      1.219  0.010    -1.06     2.25     3.95     5.66
     1   -0.005    0.111     -0.162  0.010     0.53    -0.30     0.96     5.51
     2   -0.265    0.454      1.638  0.006    -0.85     3.71     2.66     3.30
    -1   -0.186    0.032      0.118  0.010    -2.54     3.93     2.17     7.42
    -1    0.015   -0.380      0.089  0.010    -2.23    -4.22     0.82     2.31
     2   -0.179   -0.110      0.025  0.006    -3.88    -1.40    -0.12     2.98
    -2   -0.012   -0.757      0.467  0.006    -1.90    -4.55     0.72     1.81
     2    0.549   -1.009     -0.330  0.006     0.83    -9.57    -0.48     7.13
     3   -0.216    0.897     -0.036  0.199    -0.32     7.10    -0.04     1.54
    -1    0.772    0.439     -0.300  0.010     0.13     6.12    -0.08     0.66
    -2    0.265    1.791      1.338  0.006    -0.22     4.14     2.03     3.10
     1    0.326    0.646      0.543  0.010    -1.24     5.06     0.68     1.09
    -1   -0.404    0.267      0.196  0.010    -3.90     1.61     2.92     6.46
     3   -0.081   -0.014     -0.158  0.199    -1.80    -2.69    -0.40     5.15
     2    0.146    0.245     -0.524  0.006     2.06     0.55   -13.10    14.33
     2    0.039   -0.178     -0.337  0.006     1.84     0.10    -3.11     5.68
     1    0.149    0.578     -0.115  0.010    -2.38     4.76    -1.65     4.89
     3    0.280   -0.047      0.848  0.199     0.10    -4.38     1.43     2.45
    -1    0.081   -0.074      0.383  0.010     1.05    -4.54     1.41     4.98
     1    0.483    0.139     -0.122  0.010     1.13     3.07     0.05     0.25
     2   -0.110    0.155      0.399  0.006    -5.00     0.80     8.04    12.34
     3    0.193    0.215      0.240  0.199    -1.18     3.15     3.30     4.45
    -3    0.027    0.342     -0.049  0.199    -0.51     3.98     0.31     4.68
     2    0.058    0.050      0.042  0.006    -2.07     3.67    -1.64     8.32
     3    0.382   -0.101     -0.317  0.199     9.41    -2.27   -12.02    18.04
    -1    0.076   -0.382     -0.110  0.010     0.54    -3.82    -0.98     1.55
    -2   -0.122    0.099     -0.083  0.006    -1.79     3.02    -0.68     2.94
     2   -0.138    0.200      0.377  0.006    -2.31     4.40     2.94     5.85
    -2   -1.799   -0.522     -2.734  0.006    -5.14    -0.01    -0.43     0.55
     3   -0.242    0.212     -0.801  0.199    -5.70     0.28    -2.58     2.82
    -1    0.151    0.161     -1.089  0.010    -1.22     4.95    -7.66     8.73
    -1   -0.245   -0.033      0.275  0.010    -4.30     2.95     5.54     7.98
    -1    0.156    0.133     -0.743  0.010    -1.59     2.97    -4.99     5.52
    -3   -0.253   -0.317     -0.089  0.199    -1.61    -3.79     1.66    10.83
     1    0.004    0.238      0.150  0.010     1.04     2.49     3.67     5.97
     3    0.069   -0.098     -0.083  0.199     2.34     1.89    -1.95    13.51
    -1   -0.011    0.039     -0.068  0.010     1.60     0.51     2.17     4.40
    -1    0.344   -0.093      0.294  0.010    -0.16    -1.15     1.71     6.72
     2   -0.230   -0.203      0.601  0.006    -5.83     1.27     4.21     5.59
    -1   -0.713    0.284      0.812  0.010    -3.48     0.71     6.92     9.21
     2   -0.130    0.140      0.081  0.006    -3.78     2.38     1.16     1.74
     3   -0.609   -0.649     -0.572  0.199     0.80    -5.11    -0.54     1.00
    -2   -0.579   -0.745     -1.133  0.006     1.20    -4.66    -0.14     0.20
    -1   -0.171    0.199     -0.133  0.010    -3.44    -1.31    -1.27     3.65
     2    0.171   -0.178      0.115  0.006    -0.95    -2.57    -4.42     6.17
     2    0.401    0.672     -1.797  0.006    -1.98     3.34    -2.43     3.59
    -3    0.706    0.604     -1.424  0.199    -0.05     4.46    -7.93     9.44
     3    0.021   -0.339      0.058  0.199    -3.22   -10.20     2.44     9.76
    -3   -0.431   -0.232      0.825  0.199    -4.75    -3.83     0.73     1.27
     2    0.174   -0.169      0.357  0.006     2.63     2.22     1.81     5.25
    -1   -0.829    0.401      0.928  0.010     0.85     5.17     0.51     1.62
    -1   -0.049    0.047     -0.122  0.010    -0.17    -2.63     1.06     4.73
    -1    0.274   -0.020      0.133  0.010     4.83    -1.51    -0.19     3.42
    -1    0.035    0.090      0.001  0.010     3.56    -4.55     0.03     2.68
     1    0.010   -0.036      0.049  0.010     0.82    -0.82     5.84     7.44
    -3   -0.630   -0.271      0.672  0.199     1.37    -3.41     0.24     2.40
     3    0.099    1.368      0.203  0.199     4.27     4.48     0.00     0.11
    -2    0.313    0.398      0.015  0.006     4.22     4.77    -0.11     0.43
    -1    0.025   -0.437     -0.339  0.010    -1.32    -3.91    -1.19     5.08
    -2    0.544   -0.649      0.534  0.006     0.18    -2.08     0.36     3.81
    -3   -0.103    0.055     -0.366  0.199    -2.37     1.38   -36.67    38.35
    -2   -0.034    0.045     -0.011  0.006    -4.42     1.77     2.64     6.17
    -2   -0.466    0.252      0.280  0.006    -1.56     0.90     1.86     2.35
    -1    1.142   -0.261      1.094  0.010     1.85     0.93     2.65     4.52
     2    0.224   -0.270     -0.213  0.006     3.90    -9.28    -8.40    12.11
     1   -0.163   -0.536     -0.278  0.010    -3.46    -4.80    -0.04     0.11
     2    0.241   -1.032     -0.304  0.006    -3.46    -4.80    -0.04     0.11
     2    0.164   -0.592      0.177  0.006    -1.50    -4.61     0.01     0.11
    -1   -0.236    0.435      0.194  0.010    -1.93    -4.61     0.34     3.60
     2   -0.058    0.085      0.215  0.006     0.99    -0.27     0.16     2.79
    -1    0.144    0.047     -0.027  0.010     3.66    -2.46     5.54     8.86
    -4    1.198    0.941     -3.035  1.350    -1.22     4.64    -1.48     1.73
     1   -0.616   -0.038     -0.031  0.010    -3.35     3.38    -2.22     3.56
     3   -0.155   -0.162     -0.642  0.199    -0.74     1.57    -4.55     6.29
     2    0.016    0.168      0.009  0.006    -0.62     2.47    -5.02     7.30
     1   -0.141    0.091     -0.272  0.010     1.21     3.36    -4.31     5.59
    -1   -1.904    0.677      2.308  0.010    -5.30     4.41     0.07     0.11
     3   -0.387    0.098      0.147  0.199    -5.30     4.41     0.07     0.11
     3   -0.452    0.419     -0.025  0.199    -5.67     0.52     0.29     2.11
    -2   -0.007   -0.121      0.025  0.006    -1.48    -3.17    -6.05     8.98
     1   -0.110    0.511     -0.271  0.010    -6.30     7.70    -4.94    12.37
     2    0.086    0.285      0.043  0.006    -2.39     0.27     0.01     5.16
     1   -0.631   -0.121     -0.701  0.010    -3.35    -1.44    -3.86     4.84
    -1    0.288    0.248      0.305  0.010     0.58    -1.56     2.34     2.84
    -1    0.127   -0.334      0.207  0.010     1.56    -2.73     0.85     1.75
    -3    0.266    0.093     -0.300  0.199     3.99    -1.76    -1.87     5.76
     3   -0.050   -0.220      0.438  0.199    -4.40     0.84     0.83     1.38
    -2   -0.880   -0.437      0.136  0.006    -5.63     0.01     1.27     2.77
    -1    0.072    0.135     -0.309  0.010     2.21     3.87    -1.76     2.99
     2    1.254   -0.271     -0.923  0.006     2.71     3.13    -1.80     2.83
     1    0.120    0.168      0.144  0.010     1.89     3.08     1.66     4.81
     1    0.013    0.066      0.026  0.010     0.85     1.36     0.21     5.68
     2    0.177    0.275     -0.315  0.006    -0.30     2.78    -1.11     3.11
     2   -0.736    0.976     -1.701  0.006    -5.33     2.66    -1.40     1.91
    -1   -0.022   -0.006     -0.134  0.010    -6.63     5.77   -15.40    16.63
     1   -0.334   -0.306      0.208  0.010    -1.01     1.00    -0.82     3.54
    -3   -0.099   -0.263     -0.195  0.199    -1.36     1.94    -0.37     3.09
    -2   -1.335    0.610     -0.531  0.006    -5.77     4.15    -0.02     0.11
     1   -0.146    0.232      0.167  0.010    -5.77     4.15    -0.02     0.11
    -2    0.725   -0.153      0.054  0.006     2.78    -4.26     1.09     3.02
     1    0.059   -0.537      0.350  0.010     1.46    -3.72     0.27     1.69
    -2    0.234   -1.149      0.113  0.006     2.16    -5.17    -0.02     0.11
     3   -0.280   -0.635     -0.323  0.199     1.92    -5.73    -0.52     0.94
     1    0.035    0.346      0.144  0.010    -0.42     3.18     1.70     2.90
    -1   -0.027    0.004      0.154  0.010    -3.27     3.12     1.45     6.38
    -2    0.059   -0.063      0.047  0.006    -0.66    -2.27     3.48    10.52
     1   -0.102    0.110      0.212  0.010    -0.47     2.18     0.84     3.82
    -3    1.041    0.198     -0.018  0.199     4.77     2.14    -0.00     0.11
     2    0.264    0.659     -0.030  0.006     4.77     2.14    -0.00     0.11
    -2   -0.850    0.123      0.335  0.006    -4.41     3.44     0.04     0.11
    -2   -0.146    0.165     -0.055  0.006    -4.36     3.46    -0.09     0.25
    -2   -0.561    0.543      0.616  0.006    -4.41     3.44     0.04     0.11
    -1   -0.018    0.173     -0.071  0.010     3.92     0.18    -0.75     3.24
     3    0.178    0.041     -0.128  0.199     6.63     3.29    -3.10     7.45
    -2    0.117    0.986      0.209  0.006    -4.03     4.94     0.02     0.11
     1   -0.100    0.178      0.048  0.010    -3.35     9.83     0.28     5.06
     1    0.105   -0.195      0.064  0.010    -0.31     0.24    -2.98     7.62
